name,anchor,min_support,min_delta,weight,rank_margin,top1_threshold,top1_margin,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,corr_vs_anchor,mad_vs_anchor,corr_vs_v103_diagnostic,classes_mixed,active_cells,sources_used,selected_classes,min,max
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0_t0.8,v114_clean_selfblend,15,0.005,0.7,0.0,0.8,0.08,0.97966484,0.91807345,0.23287671,0.52054795,22,0.99924193,0.00060337,0.78572018,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0_t0.9,v114_clean_selfblend,15,0.005,0.7,0.0,0.9,0.08,0.97966484,0.91807345,0.23287671,0.52054795,22,0.99924193,0.00060337,0.78572018,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0_t0.7,v114_clean_selfblend,20,0.005,0.7,0.0,0.7,0.08,0.97966484,0.91807345,0.23287671,0.52054795,22,0.99924193,0.00060337,0.78572018,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0_t0.8,v114_clean_selfblend,20,0.005,0.7,0.0,0.8,0.08,0.97966484,0.91807345,0.23287671,0.52054795,22,0.99924193,0.00060337,0.78572018,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0_t0.9,v114_clean_selfblend,20,0.005,0.7,0.0,0.9,0.08,0.97966484,0.91807345,0.23287671,0.52054795,22,0.99924193,0.00060337,0.78572018,3,179,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v110_clean_min15_d0_w0.7_rm0_t0.7,v110_clean,15,0.0,0.7,0.0,0.7,0.08,0.97964405,0.91775260,0.21917808,0.52054795,22,0.99890813,0.00084482,0.78479537,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0_t0.8,v110_clean,15,0.0,0.7,0.0,0.8,0.08,0.97964405,0.91775260,0.21917808,0.52054795,22,0.99890813,0.00084482,0.78479537,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0_t0.9,v110_clean,15,0.0,0.7,0.0,0.9,0.08,0.97964405,0.91775260,0.21917808,0.52054795,22,0.99890813,0.00084482,0.78479537,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0_t0.7,v110_clean,20,0.0,0.7,0.0,0.7,0.08,0.97964405,0.91775260,0.21917808,0.52054795,22,0.99890813,0.00084482,0.78479537,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0_t0.8,v110_clean,20,0.0,0.7,0.0,0.8,0.08,0.97964405,0.91775260,0.21917808,0.52054795,22,0.99890813,0.00084482,0.78479537,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0_t0.9,v110_clean,20,0.0,0.7,0.0,0.9,0.08,0.97964405,0.91775260,0.21917808,0.52054795,22,0.99890813,0.00084482,0.78479537,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.7_rm0.05_t0.7,v110_clean,5,0.0,0.7,0.05,0.7,0.08,0.97963979,0.91816486,0.21917808,0.52054795,22,0.99860674,0.00112909,0.78471974,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.7_rm0.05_t0.8,v110_clean,5,0.0,0.7,0.05,0.8,0.08,0.97963979,0.91816486,0.21917808,0.52054795,22,0.99860674,0.00112909,0.78471974,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.7_rm0.05_t0.9,v110_clean,5,0.0,0.7,0.05,0.9,0.08,0.97963979,0.91816486,0.21917808,0.52054795,22,0.99860674,0.00112909,0.78471974,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.7_rm0.05_t0.7,v110_clean,10,0.0,0.7,0.05,0.7,0.08,0.97963979,0.91816486,0.21917808,0.52054795,22,0.99860674,0.00112909,0.78471974,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.7_rm0.05_t0.8,v110_clean,10,0.0,0.7,0.05,0.8,0.08,0.97963979,0.91816486,0.21917808,0.52054795,22,0.99860674,0.00112909,0.78471974,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.7_rm0.05_t0.9,v110_clean,10,0.0,0.7,0.05,0.9,0.08,0.97963979,0.91816486,0.21917808,0.52054795,22,0.99860674,0.00112909,0.78471974,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0.005_w0.9_rm0.05_t0.7,v110_clean,5,0.005,0.9,0.05,0.7,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0.005_w0.9_rm0.05_t0.8,v110_clean,5,0.005,0.9,0.05,0.8,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0.005_w0.9_rm0.05_t0.9,v110_clean,5,0.005,0.9,0.05,0.9,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0.005_w0.9_rm0.05_t0.7,v110_clean,10,0.005,0.9,0.05,0.7,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0.005_w0.9_rm0.05_t0.8,v110_clean,10,0.005,0.9,0.05,0.8,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0.005_w0.9_rm0.05_t0.9,v110_clean,10,0.005,0.9,0.05,0.9,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0.005_w0.9_rm0.05_t0.7,v110_clean,15,0.005,0.9,0.05,0.7,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0.005_w0.9_rm0.05_t0.8,v110_clean,15,0.005,0.9,0.05,0.8,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0.005_w0.9_rm0.05_t0.9,v110_clean,15,0.005,0.9,0.05,0.9,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0.005_w0.9_rm0.05_t0.7,v110_clean,20,0.005,0.9,0.05,0.7,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0.005_w0.9_rm0.05_t0.8,v110_clean,20,0.005,0.9,0.05,0.8,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0.005_w0.9_rm0.05_t0.9,v110_clean,20,0.005,0.9,0.05,0.9,0.08,0.97963911,0.91736899,0.21917808,0.52054795,22,0.99875333,0.00076253,0.78470238,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v114_clean_selfblend_min15_d0_w0.5_rm0_t0.7,v114_clean_selfblend,15,0.0,0.5,0.0,0.7,0.08,0.97962761,0.91791179,0.23287671,0.52054795,22,0.99944107,0.00060333,0.78595798,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.5_rm0_t0.8,v114_clean_selfblend,15,0.0,0.5,0.0,0.8,0.08,0.97962761,0.91791179,0.23287671,0.52054795,22,0.99944107,0.00060333,0.78595798,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0_w0.5_rm0_t0.9,v114_clean_selfblend,15,0.0,0.5,0.0,0.9,0.08,0.97962761,0.91791179,0.23287671,0.52054795,22,0.99944107,0.00060333,0.78595798,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.5_rm0_t0.7,v114_clean_selfblend,20,0.0,0.5,0.0,0.7,0.08,0.97962761,0.91791179,0.23287671,0.52054795,22,0.99944107,0.00060333,0.78595798,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.5_rm0_t0.8,v114_clean_selfblend,20,0.0,0.5,0.0,0.8,0.08,0.97962761,0.91791179,0.23287671,0.52054795,22,0.99944107,0.00060333,0.78595798,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0_w0.5_rm0_t0.9,v114_clean_selfblend,20,0.0,0.5,0.0,0.9,0.08,0.97962761,0.91791179,0.23287671,0.52054795,22,0.99944107,0.00060333,0.78595798,4,237,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.5_rm0.05_t0.7,v114_clean_selfblend,5,0.0,0.5,0.05,0.7,0.08,0.97962335,0.91820853,0.23287671,0.52054795,22,0.99928686,0.00080638,0.78595289,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.5_rm0.05_t0.8,v114_clean_selfblend,5,0.0,0.5,0.05,0.8,0.08,0.97962335,0.91820853,0.23287671,0.52054795,22,0.99928686,0.00080638,0.78595289,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0_w0.5_rm0.05_t0.9,v114_clean_selfblend,5,0.0,0.5,0.05,0.9,0.08,0.97962335,0.91820853,0.23287671,0.52054795,22,0.99928686,0.00080638,0.78595289,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.5_rm0.05_t0.7,v114_clean_selfblend,10,0.0,0.5,0.05,0.7,0.08,0.97962335,0.91820853,0.23287671,0.52054795,22,0.99928686,0.00080638,0.78595289,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.5_rm0.05_t0.8,v114_clean_selfblend,10,0.0,0.5,0.05,0.8,0.08,0.97962335,0.91820853,0.23287671,0.52054795,22,0.99928686,0.00080638,0.78595289,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0_w0.5_rm0.05_t0.9,v114_clean_selfblend,10,0.0,0.5,0.05,0.9,0.08,0.97962335,0.91820853,0.23287671,0.52054795,22,0.99928686,0.00080638,0.78595289,6,299,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.7_rm0.05_t0.7,v114_clean_selfblend,5,0.005,0.7,0.05,0.7,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.7_rm0.05_t0.8,v114_clean_selfblend,5,0.005,0.7,0.05,0.8,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.7_rm0.05_t0.9,v114_clean_selfblend,5,0.005,0.7,0.05,0.9,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.7_rm0.05_t0.7,v114_clean_selfblend,10,0.005,0.7,0.05,0.7,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.7_rm0.05_t0.8,v114_clean_selfblend,10,0.005,0.7,0.05,0.8,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.7_rm0.05_t0.9,v114_clean_selfblend,10,0.005,0.7,0.05,0.9,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0.05_t0.7,v114_clean_selfblend,15,0.005,0.7,0.05,0.7,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0.05_t0.8,v114_clean_selfblend,15,0.005,0.7,0.05,0.8,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0.05_t0.9,v114_clean_selfblend,15,0.005,0.7,0.05,0.9,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0.05_t0.7,v114_clean_selfblend,20,0.005,0.7,0.05,0.7,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0.05_t0.8,v114_clean_selfblend,20,0.005,0.7,0.05,0.8,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0.05_t0.9,v114_clean_selfblend,20,0.005,0.7,0.05,0.9,0.08,0.97962267,0.91781479,0.23287671,0.52054795,22,0.99924319,0.00059292,0.78572060,3,150,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v110_clean_min5_d0_w0.7_rm0.1_t0.7,v110_clean,5,0.0,0.7,0.1,0.7,0.08,0.97960353,0.91703911,0.21917808,0.52054795,22,0.99861936,0.00109899,0.78472077,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.7_rm0.1_t0.8,v110_clean,5,0.0,0.7,0.1,0.8,0.08,0.97960353,0.91703911,0.21917808,0.52054795,22,0.99861936,0.00109899,0.78472077,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0_w0.7_rm0.1_t0.9,v110_clean,5,0.0,0.7,0.1,0.9,0.08,0.97960353,0.91703911,0.21917808,0.52054795,22,0.99861936,0.00109899,0.78472077,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.7_rm0.1_t0.7,v110_clean,10,0.0,0.7,0.1,0.7,0.08,0.97960353,0.91703911,0.21917808,0.52054795,22,0.99861936,0.00109899,0.78472077,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.7_rm0.1_t0.8,v110_clean,10,0.0,0.7,0.1,0.8,0.08,0.97960353,0.91703911,0.21917808,0.52054795,22,0.99861936,0.00109899,0.78472077,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min10_d0_w0.7_rm0.1_t0.9,v110_clean,10,0.0,0.7,0.1,0.9,0.08,0.97960353,0.91703911,0.21917808,0.52054795,22,0.99861936,0.00109899,0.78472077,6,275,v112_backtracking_remap;v119_roniheka_hgnet,47158son01;47158son13;47158son18;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0.1_t0.7,v110_clean,15,0.0,0.7,0.1,0.7,0.08,0.97960353,0.91707501,0.21917808,0.52054795,22,0.99891477,0.00081280,0.78482360,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0.1_t0.8,v110_clean,15,0.0,0.7,0.1,0.8,0.08,0.97960353,0.91707501,0.21917808,0.52054795,22,0.99891477,0.00081280,0.78482360,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0.1_t0.9,v110_clean,15,0.0,0.7,0.1,0.9,0.08,0.97960353,0.91707501,0.21917808,0.52054795,22,0.99891477,0.00081280,0.78482360,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0.1_t0.7,v110_clean,20,0.0,0.7,0.1,0.7,0.08,0.97960353,0.91707501,0.21917808,0.52054795,22,0.99891477,0.00081280,0.78482360,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0.1_t0.8,v110_clean,20,0.0,0.7,0.1,0.8,0.08,0.97960353,0.91707501,0.21917808,0.52054795,22,0.99891477,0.00081280,0.78482360,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0.1_t0.9,v110_clean,20,0.0,0.7,0.1,0.9,0.08,0.97960353,0.91707501,0.21917808,0.52054795,22,0.99891477,0.00081280,0.78482360,4,183,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0.05_t0.7,v110_clean,15,0.0,0.7,0.05,0.7,0.08,0.97960188,0.91741409,0.21917808,0.52054795,22,0.99890952,0.00083219,0.78479393,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0.05_t0.8,v110_clean,15,0.0,0.7,0.05,0.8,0.08,0.97960188,0.91741409,0.21917808,0.52054795,22,0.99890952,0.00083219,0.78479393,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min15_d0_w0.7_rm0.05_t0.9,v110_clean,15,0.0,0.7,0.05,0.9,0.08,0.97960188,0.91741409,0.21917808,0.52054795,22,0.99890952,0.00083219,0.78479393,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0.05_t0.7,v110_clean,20,0.0,0.7,0.05,0.7,0.08,0.97960188,0.91741409,0.21917808,0.52054795,22,0.99890952,0.00083219,0.78479393,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0.05_t0.8,v110_clean,20,0.0,0.7,0.05,0.8,0.08,0.97960188,0.91741409,0.21917808,0.52054795,22,0.99890952,0.00083219,0.78479393,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min20_d0_w0.7_rm0.05_t0.9,v110_clean,20,0.0,0.7,0.05,0.9,0.08,0.97960188,0.91741409,0.21917808,0.52054795,22,0.99890952,0.00083219,0.78479393,4,201,v112_backtracking_remap;v119_roniheka_hgnet,47158son13;47158son21;47158son22;47158son23,0.01114442,0.99946990
v128_v114_clean_selfblend_min5_d0.005_w0.7_rm0.1_t0.7,v114_clean_selfblend,5,0.005,0.7,0.1,0.7,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.7_rm0.1_t0.8,v114_clean_selfblend,5,0.005,0.7,0.1,0.8,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min5_d0.005_w0.7_rm0.1_t0.9,v114_clean_selfblend,5,0.005,0.7,0.1,0.9,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.7_rm0.1_t0.7,v114_clean_selfblend,10,0.005,0.7,0.1,0.7,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.7_rm0.1_t0.8,v114_clean_selfblend,10,0.005,0.7,0.1,0.8,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min10_d0.005_w0.7_rm0.1_t0.9,v114_clean_selfblend,10,0.005,0.7,0.1,0.9,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0.1_t0.7,v114_clean_selfblend,15,0.005,0.7,0.1,0.7,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0.1_t0.8,v114_clean_selfblend,15,0.005,0.7,0.1,0.8,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min15_d0.005_w0.7_rm0.1_t0.9,v114_clean_selfblend,15,0.005,0.7,0.1,0.9,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0.1_t0.7,v114_clean_selfblend,20,0.005,0.7,0.1,0.7,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0.1_t0.8,v114_clean_selfblend,20,0.005,0.7,0.1,0.8,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v114_clean_selfblend_min20_d0.005_w0.7_rm0.1_t0.9,v114_clean_selfblend,20,0.005,0.7,0.1,0.9,0.08,0.97960159,0.91757500,0.23287671,0.52054795,22,0.99924711,0.00057778,0.78575464,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946620
v128_v110_clean_min5_d0.005_w0.9_rm0.1_t0.7,v110_clean,5,0.005,0.9,0.1,0.7,0.08,0.97959695,0.91706626,0.21917808,0.52054795,22,0.99875983,0.00074298,0.78474711,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0.005_w0.9_rm0.1_t0.8,v110_clean,5,0.005,0.9,0.1,0.8,0.08,0.97959695,0.91706626,0.21917808,0.52054795,22,0.99875983,0.00074298,0.78474711,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
v128_v110_clean_min5_d0.005_w0.9_rm0.1_t0.9,v110_clean,5,0.005,0.9,0.1,0.9,0.08,0.97959695,0.91706626,0.21917808,0.52054795,22,0.99875983,0.00074298,0.78474711,3,135,v112_backtracking_remap,47158son13;47158son22;47158son23,0.01114442,0.99946990
