candidate,alpha,target_mode,blend_weight,min_delta,min_prior_rank,active_cells,macro_auc,macro_gain,micro_auc,top1_hit,top5_hit,fold_macro_mean,fold_macro_std,fold_macro_min,fold_std_delta,weak_followup_mean_auc,weak_followup_gain,corr_vs_anchor,corr_vs_v377_oracle,decision
alpha10_delta_bw0.7_d0.02_pr0,10.00000000,delta,0.70000000,0.02000000,0.00000000,90.00000000,0.97773879,0.00037523,0.91344352,0.30136986,0.50684932,0.76250409,0.15700969,0.47432660,0.00176240,0.95102262,0.00117931,0.99998737,0.99975601,HOLD-no-promotion-gate
alpha10_delta_bw0.7_d0.02_pr0.25,10.00000000,delta,0.70000000,0.02000000,0.25000000,84.00000000,0.97773879,0.00037523,0.91344352,0.30136986,0.50684932,0.76250409,0.15700969,0.47432660,0.00176240,0.95102262,0.00117931,0.99998805,0.99975388,HOLD-no-promotion-gate
alpha10_delta_bw0.7_d0.02_pr0.5,10.00000000,delta,0.70000000,0.02000000,0.50000000,66.00000000,0.97773879,0.00037523,0.91344398,0.30136986,0.50684932,0.76250409,0.15700969,0.47432660,0.00176240,0.95102262,0.00117931,0.99999000,0.99974646,HOLD-no-promotion-gate
alpha10_delta_bw0.5_d0.02_pr0,10.00000000,delta,0.50000000,0.02000000,0.00000000,90.00000000,0.97765766,0.00029410,0.91327220,0.28767123,0.50684932,0.76507552,0.15407150,0.47432660,-0.00117580,0.95076763,0.00092431,0.99999356,0.99974824,HOLD-no-promotion-gate
alpha10_delta_bw0.5_d0.02_pr0.25,10.00000000,delta,0.50000000,0.02000000,0.25000000,84.00000000,0.97765766,0.00029410,0.91327220,0.28767123,0.50684932,0.76507552,0.15407150,0.47432660,-0.00117580,0.95076763,0.00092431,0.99999390,0.99974658,HOLD-no-promotion-gate
alpha10_delta_bw0.5_d0.02_pr0.5,10.00000000,delta,0.50000000,0.02000000,0.50000000,66.00000000,0.97765766,0.00029410,0.91327231,0.28767123,0.50684932,0.76507552,0.15407150,0.47432660,-0.00117580,0.95076763,0.00092431,0.99999490,0.99974088,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.01_pr0,10.00000000,delta,0.30000000,0.01000000,0.00000000,187.00000000,0.97765766,0.00029410,0.91325402,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95076763,0.00092431,0.99999717,0.99974560,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.01_pr0.25,10.00000000,delta,0.30000000,0.01000000,0.25000000,166.00000000,0.97765766,0.00029410,0.91325402,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95076763,0.00092431,0.99999739,0.99974400,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.01_pr0.5,10.00000000,delta,0.30000000,0.01000000,0.50000000,124.00000000,0.97765766,0.00029410,0.91325425,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95076763,0.00092431,0.99999787,0.99973971,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0_pr0,10.00000000,delta,0.30000000,0.00000000,0.00000000,367.00000000,0.97764973,0.00028618,0.91336459,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95074273,0.00089942,0.99999702,0.99974907,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0_pr0.25,10.00000000,delta,0.30000000,0.00000000,0.25000000,301.00000000,0.97764973,0.00028618,0.91336459,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95074273,0.00089942,0.99999728,0.99974673,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0_pr0.5,10.00000000,delta,0.30000000,0.00000000,0.50000000,221.00000000,0.97764973,0.00028618,0.91336528,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95074273,0.00089942,0.99999779,0.99974194,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.005_pr0,10.00000000,delta,0.30000000,0.00500000,0.00000000,273.00000000,0.97764973,0.00028618,0.91330464,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95074273,0.00089942,0.99999704,0.99974864,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.005_pr0.25,10.00000000,delta,0.30000000,0.00500000,0.25000000,228.00000000,0.97764973,0.00028618,0.91330464,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95074273,0.00089942,0.99999729,0.99974644,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.005_pr0.5,10.00000000,delta,0.30000000,0.00500000,0.50000000,167.00000000,0.97764973,0.00028618,0.91330533,0.28767123,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.95074273,0.00089942,0.99999780,0.99974167,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.02_pr0,10.00000000,delta,0.30000000,0.02000000,0.00000000,90.00000000,0.97759230,0.00022874,0.91309776,0.28767123,0.50684932,0.76507552,0.15407150,0.47432660,-0.00117580,0.95056222,0.00071891,0.99999768,0.99973841,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.02_pr0.25,10.00000000,delta,0.30000000,0.02000000,0.25000000,84.00000000,0.97759230,0.00022874,0.91309776,0.28767123,0.50684932,0.76507552,0.15407150,0.47432660,-0.00117580,0.95056222,0.00071891,0.99999781,0.99973733,HOLD-no-promotion-gate
alpha10_delta_bw0.3_d0.02_pr0.5,10.00000000,delta,0.30000000,0.02000000,0.50000000,66.00000000,0.97759230,0.00022874,0.91309776,0.28767123,0.50684932,0.76507552,0.15407150,0.47432660,-0.00117580,0.95056222,0.00071891,0.99999816,0.99973367,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0_pr0,0.01000000,value,0.30000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0_pr0.25,0.01000000,value,0.30000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0_pr0.5,0.01000000,value,0.30000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.005_pr0,0.01000000,value,0.30000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.005_pr0.25,0.01000000,value,0.30000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.005_pr0.5,0.01000000,value,0.30000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.01_pr0,0.01000000,value,0.30000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.01_pr0.25,0.01000000,value,0.30000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.01_pr0.5,0.01000000,value,0.30000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.02_pr0,0.01000000,value,0.30000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.02_pr0.25,0.01000000,value,0.30000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.3_d0.02_pr0.5,0.01000000,value,0.30000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0_pr0,0.01000000,value,0.50000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0_pr0.25,0.01000000,value,0.50000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0_pr0.5,0.01000000,value,0.50000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.005_pr0,0.01000000,value,0.50000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.005_pr0.25,0.01000000,value,0.50000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.005_pr0.5,0.01000000,value,0.50000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.01_pr0,0.01000000,value,0.50000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.01_pr0.25,0.01000000,value,0.50000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.01_pr0.5,0.01000000,value,0.50000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.02_pr0,0.01000000,value,0.50000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.02_pr0.25,0.01000000,value,0.50000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.5_d0.02_pr0.5,0.01000000,value,0.50000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0_pr0,0.01000000,value,0.70000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0_pr0.25,0.01000000,value,0.70000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0_pr0.5,0.01000000,value,0.70000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.005_pr0,0.01000000,value,0.70000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.005_pr0.25,0.01000000,value,0.70000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.005_pr0.5,0.01000000,value,0.70000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.01_pr0,0.01000000,value,0.70000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.01_pr0.25,0.01000000,value,0.70000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.01_pr0.5,0.01000000,value,0.70000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.02_pr0,0.01000000,value,0.70000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.02_pr0.25,0.01000000,value,0.70000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw0.7_d0.02_pr0.5,0.01000000,value,0.70000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0_pr0,0.01000000,value,1.00000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0_pr0.25,0.01000000,value,1.00000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0_pr0.5,0.01000000,value,1.00000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.005_pr0,0.01000000,value,1.00000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.005_pr0.25,0.01000000,value,1.00000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.005_pr0.5,0.01000000,value,1.00000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.01_pr0,0.01000000,value,1.00000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.01_pr0.25,0.01000000,value,1.00000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.01_pr0.5,0.01000000,value,1.00000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.02_pr0,0.01000000,value,1.00000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.02_pr0.25,0.01000000,value,1.00000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.01_value_bw1_d0.02_pr0.5,0.01000000,value,1.00000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0_pr0,0.10000000,value,0.30000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0_pr0.25,0.10000000,value,0.30000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0_pr0.5,0.10000000,value,0.30000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.005_pr0,0.10000000,value,0.30000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.005_pr0.25,0.10000000,value,0.30000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.005_pr0.5,0.10000000,value,0.30000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.01_pr0,0.10000000,value,0.30000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.01_pr0.25,0.10000000,value,0.30000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.01_pr0.5,0.10000000,value,0.30000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.02_pr0,0.10000000,value,0.30000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.02_pr0.25,0.10000000,value,0.30000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.3_d0.02_pr0.5,0.10000000,value,0.30000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0_pr0,0.10000000,value,0.50000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0_pr0.25,0.10000000,value,0.50000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0_pr0.5,0.10000000,value,0.50000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.005_pr0,0.10000000,value,0.50000000,0.00500000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.005_pr0.25,0.10000000,value,0.50000000,0.00500000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.005_pr0.5,0.10000000,value,0.50000000,0.00500000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.01_pr0,0.10000000,value,0.50000000,0.01000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.01_pr0.25,0.10000000,value,0.50000000,0.01000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.01_pr0.5,0.10000000,value,0.50000000,0.01000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.02_pr0,0.10000000,value,0.50000000,0.02000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.02_pr0.25,0.10000000,value,0.50000000,0.02000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.5_d0.02_pr0.5,0.10000000,value,0.50000000,0.02000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0_pr0,0.10000000,value,0.70000000,0.00000000,0.00000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0_pr0.25,0.10000000,value,0.70000000,0.00000000,0.25000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
alpha0.1_value_bw0.7_d0_pr0.5,0.10000000,value,0.70000000,0.00000000,0.50000000,0.00000000,0.97736356,0.00000000,0.91282668,0.27397260,0.50684932,0.76221837,0.15524730,0.47432660,0.00000000,0.94984332,0.00000000,1.00000000,0.99971980,HOLD-no-promotion-gate
