name,kind,weights,macro_auc,micro_auc,top1_hit,top5_hit,scored_classes,min,max,mean,std
v114_prob_v113_0.15_v119_0.10,prob_three,v114:0.75;v113:0.15;v119:0.10,0.98056715001124,0.9203602179754371,0.1917808219178082,0.4657534246575342,22,0.0180468431,0.9994461139999999,0.5210335206373451,0.23659871179180744
v114_prob_v116_0.20,prob_pair,v114:0.80;v116:0.20,0.9805147265261032,0.9136674870105191,0.1643835616438356,0.4794520547945205,22,0.014234349600000001,0.99903416,0.5210466717687322,0.23438506991886043
v110_prob_v119_0.10,prob_pair,v110:0.90;v119:0.10,0.9804913292515159,0.919131830818089,0.1780821917808219,0.4657534246575342,22,0.0180468431,0.9994526240000001,0.5210625143856731,0.23710403221440166
v110_prob_v117_0.10,prob_pair,v110:0.90;v117:0.10,0.9804621773401206,0.9069594529834125,0.1232876712328767,0.410958904109589,22,0.012678932600000001,0.99925165,0.5210974484516614,0.23805152469220425
v110_logit_v117_0.08,logit_pair,v110:0.92;v117:0.08,0.9804610391961952,0.9135065172059922,0.1780821917808219,0.4383561643835616,22,0.011948919812494723,0.9993958791477666,0.521527928197591,0.24068076996286938
v114_logit_v117_0.10,logit_pair,v114:0.90;v117:0.10,0.980437687859688,0.9136839406788876,0.1917808219178082,0.4520547945205479,22,0.012158851746544557,0.9993718937921661,0.5215945865671971,0.23995498695603906
v110_prob_v116_0.20,prob_pair,v110:0.80;v116:0.20,0.9804009953865173,0.9130815983438635,0.1643835616438356,0.4794520547945205,22,0.014234349600000001,0.9990371200000001,0.5210599206854559,0.23466219767305382
v114_prob_v119_0.08,prob_pair,v114:0.92;v119:0.08,0.9803860082617394,0.9191908569151028,0.1780821917808219,0.4794520547945205,22,0.017619941280000002,0.9994526751999999,0.5210612204356027,0.2376888523516872
v114_prob_v113_0.00_v119_0.08,prob_three,v114:0.92;v113:0.00;v119:0.08,0.9803860082617394,0.9191908569151028,0.1780821917808219,0.4794520547945205,22,0.017619941280000002,0.9994526751999999,0.5210612204356027,0.2376888523516872
v114_prob_v113_0.02_v119_0.08,prob_three,v114:0.90;v113:0.02;v119:0.08,0.9803860082617394,0.9192687529534622,0.1917808219178082,0.4794520547945205,22,0.017619941280000002,0.9994522511999999,0.5210593419400007,0.23765698342735772
v114_prob_v113_0.05_v119_0.08,prob_three,v114:0.87;v113:0.05;v119:0.08,0.9803860082617394,0.9193773701768171,0.1917808219178082,0.4794520547945205,22,0.01761994128,0.9994516152,0.521056524196598,0.23761401665419302
v114_prob_v113_0.08_v119_0.08,prob_three,v114:0.84;v113:0.08;v119:0.08,0.9803480978818775,0.9194766674901171,0.1917808219178082,0.4794520547945205,22,0.017619941280000002,0.9994509792,0.5210537064531952,0.2375768565846251
v114_prob_v113_0.10_v119_0.08,prob_three,v114:0.82;v113:0.10;v119:0.08,0.9803480978818775,0.9195417917998829,0.1917808219178082,0.4794520547945205,22,0.017619941280000002,0.9994505552,0.5210518279575933,0.23755531051454606
v114_prob_v113_0.15_v119_0.08,prob_three,v114:0.77;v113:0.15;v119:0.08,0.9803480978818775,0.9196895296333444,0.1917808219178082,0.4794520547945205,22,0.01761994128,0.9994494951999999,0.5210471317185886,0.23751274589299828
v110_logit_v117_0.10,logit_pair,v110:0.90;v117:0.10,0.9803239567201019,0.9128919784454643,0.1917808219178082,0.4383561643835616,22,0.012158851746544557,0.9993758130949584,0.5216196798960833,0.2403283039182662
v114_logit_v116_0.20,logit_pair,v114:0.80;v116:0.20,0.9802731952236022,0.9189424410409258,0.1917808219178082,0.4657534246575342,22,0.013274980962906496,0.9992619571931625,0.5218527773041006,0.23849338134161904
v110_logit_v116_0.20,logit_pair,v110:0.80;v116:0.20,0.9802731952236022,0.9182878611853476,0.1917808219178082,0.4657534246575342,22,0.013274980962906496,0.9992660517606072,0.5218949510826322,0.23882151642380606
v110_prob_v119_0.08,prob_pair,v110:0.92;v119:0.08,0.9802722771221535,0.9184156935319019,0.1780821917808219,0.4794520547945205,22,0.017619941280000002,0.9994560792,0.5210764566898348,0.23804285278353787
v114_logit_v116_0.03,logit_pair,v114:0.97;v116:0.03,0.9802547569412052,0.9168076063352837,0.2191780821917808,0.4931506849315068,22,0.011441001350161135,0.9994396159329131,0.5212458276691508,0.24123329527009393
v114_logit_v117_0.05,logit_pair,v114:0.95;v117:0.05,0.9801819895183995,0.9150812368234018,0.1780821917808219,0.4657534246575342,22,0.011640718647155643,0.9994209625402427,0.5213637423653961,0.2408580652959695
v114_prob_v119_0.05,prob_pair,v114:0.95;v119:0.05,0.9801681485274044,0.9180216109153866,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.9994577469999999,0.5210816370574679,0.23917458228308228
v114_prob_v113_0.00_v119_0.05,prob_three,v114:0.95;v113:0.00;v119:0.05,0.9801681485274044,0.9180216109153866,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.9994577469999999,0.5210816370574679,0.23917458228308228
v114_prob_v113_0.02_v119_0.05,prob_three,v114:0.93;v113:0.02;v119:0.05,0.9801681485274044,0.9180970906807688,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.9994573229999999,0.5210797585618661,0.23914124542621207
v114_prob_v113_0.05_v119_0.05,prob_three,v114:0.90;v113:0.05;v119:0.05,0.9801681485274044,0.918213532026145,0.1917808219178082,0.4794520547945205,22,0.01673037035,0.9994566869999999,0.5210769408184633,0.23909604602339843
